reg,hex,operator,operator_legal,category,permit_no,permit_valid_until,model,type_icao,type_manufacturer,type_name,wing,seats,seats_raw,role,source_file,source_as_on,first_seen,registered_on,msn,year_of_manufacture,owner,lessor
VT-IXZ,80146D,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,ATR72-600,AT76,ATR,ATR 72-600,FW,74,74,passenger,sch-oper.pdf,2026-08-31,2023-01-31,,,,,
VT-IYA,800C65,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,ATR72-600,AT76,ATR,ATR 72-600,FW,74,74,passenger,sch-oper.pdf,2026-08-31,2018-05-01,,,,,
VT-IYB,800C6D,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,ATR72-600,AT76,ATR,ATR 72-600,FW,74,74,passenger,sch-oper.pdf,2026-08-31,2018-05-01,,,,,
VT-IYC,800C6E,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,ATR72-600,AT76,ATR,ATR 72-600,FW,74,74,passenger,sch-oper.pdf,2026-08-31,2018-05-01,,,,,
VT-IYD,800C99,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,ATR72-600,AT76,ATR,ATR 72-600,FW,74,74,passenger,sch-oper.pdf,2026-08-31,2018-05-01,,,,,
VT-IYE,800C9B,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,ATR72-600,AT76,ATR,ATR 72-600,FW,74,74,passenger,sch-oper.pdf,2026-08-31,2018-05-01,,,,,
VT-IYF,800CBF,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,ATR72-600,AT76,ATR,ATR 72-600,FW,74,74,passenger,sch-oper.pdf,2026-08-31,2018-05-01,,,,,
VT-IYG,800CBE,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,ATR72-600,AT76,ATR,ATR 72-600,FW,74,74,passenger,sch-oper.pdf,2026-08-31,2018-10-31,,,,,
VT-IYH,800CC2,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,ATR72-600,AT76,ATR,ATR 72-600,FW,74,74,passenger,sch-oper.pdf,2026-08-31,2018-10-31,,,,,
VT-IYI,800CC3,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,ATR72-600,AT76,ATR,ATR 72-600,FW,74,74,passenger,sch-oper.pdf,2026-08-31,2018-10-31,,,,,
VT-IYJ,800CE0,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,ATR72-600,AT76,ATR,ATR 72-600,FW,74,74,passenger,sch-oper.pdf,2026-08-31,2018-10-31,,,,,
VT-IYK,800CE1,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,ATR72-600,AT76,ATR,ATR 72-600,FW,74,74,passenger,sch-oper.pdf,2026-08-31,2018-10-31,,,,,
VT-IYL,800CF7,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,ATR72-600,AT76,ATR,ATR 72-600,FW,74,74,passenger,sch-oper.pdf,2026-08-31,2018-10-31,,,,,
VT-IYO,800CFB,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,ATR72-600,AT76,ATR,ATR 72-600,FW,74,74,passenger,sch-oper.pdf,2026-08-31,2019-07-15,2019-04-01,1517,2019,"Truenoord Ghaghara limited Dublin 2, Ireland",Same As Owner
VT-IYP,800D6A,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,ATR72-600,AT76,ATR,ATR 72-600,FW,74,74,passenger,sch-oper.pdf,2026-08-31,2019-07-15,2019-04-29,1529,2019,"Truenoord Ghaghara limited Dublin 2, Ireland Sanjay",Same As Owner Same As
VT-IYQ,800D8A,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,ATR72-600,AT76,ATR,ATR 72-600,FW,74,74,passenger,sch-oper.pdf,2026-08-31,2019-07-15,2019-06-06,1532,2019,"Truenoord Ghaghara limited Dublin 2, Ireland",Same As Owner
VT-IYS,801446,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,ATR72-600,AT76,ATR,ATR 72-600,FW,74,74,passenger,sch-oper.pdf,2026-08-31,2023-01-31,2021-06-30,1542,2021,AJNA AIRCRAFT I DESIGNATED ACTIVITY COMPANY,AJNA AIRCRAFT I DESIGNATED ACTIVITY COMPANY
VT-IYU,800DB2,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,ATR72-600,AT76,ATR,ATR 72-600,FW,74,74,passenger,sch-oper.pdf,2026-08-31,2023-01-31,2019-12-31,1545,2019,"LIMERICK AIRCRAFT LEASING LIMITED 2 GRAND CANAL SQUARE, GRAND CANAL HARBOUR, DUBLIN 2, IRELAND",SAME AS OWNER
VT-IYX,8013BB,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,ATR72-600,AT76,ATR,ATR 72-600,FW,74,74,passenger,sch-oper.pdf,2026-08-31,2023-01-31,2019-12-31,1552,2019,"LIMERICK AIRCRAFT LEASING LIMITED 2 GRAND CANAL SQUARE, GRAND",SAME AS OWNER
VT-IYY,800FD1,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,ATR72-600,AT76,ATR,ATR 72-600,FW,74,74,passenger,sch-oper.pdf,2026-08-31,2019-09-30,2019-09-20,1557,2019,"Cork Aircraft Leasing Limited Dublin 2, Ireland",Same As Owner
VT-IYZ,800DB7,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,ATR72-600,AT76,ATR,ATR 72-600,FW,74,74,passenger,sch-oper.pdf,2026-08-31,2019-09-30,2019-08-30,1559,2019,"Cork Aircraft Leasing Limited Dublin 2, Ireland Government",Same As Owner Same As
VT-IZB,800D09,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2026-08-31,2018-10-31,,,,,
VT-IZC,800D0A,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2026-08-31,2018-10-31,,,,,
VT-IZD,800D0F,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2026-08-31,2019-07-15,2018-10-26,8527,2018,M/S LUNI AVIATION LEASING LIMITED,M/S LUNI AVIATION LEASING LIMITED
VT-IZE,800D10,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2026-08-31,2019-07-15,,,,,
VT-IZF,800D2D,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2026-08-31,2019-07-15,,,,,
VT-IZH,800D2C,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2026-08-31,2019-07-15,,,,,
VT-IZK,800D34,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2026-08-31,2019-07-15,,,,,
VT-IZL,800D35,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2026-08-31,2019-07-15,2018-12-07,8628,2018,SOTA AVIATION LEASING LIMITED,SOTA AVIATION LEASING LIMITED
VT-IZM,800D36,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2026-08-31,2019-07-15,,,,,
VT-IZN,800D37,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2026-08-31,2019-07-15,2018-12-18,8654,2018,M/S BERACH AVIATION LEASING LIMITED,M/S BERACH AVIATION LEASING LIMITED
VT-IZV,800D6C,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2026-08-31,2023-01-31,2019-12-31,8864,2019,"BLUESKY 30 LEASING COMPANY LIMITED 2 GRAND CANAL SQUARE, GRAND CANAL HARBOUR, DUBLIN 2, IRELAND",SAME AS OWNER
VT-JHK,,E-Factor Adventure Tourism (P),E-Factor Adventure Tourism (P) Ltd.,non-scheduled,#1/2008,2029-01-01,ULTRAMAGIC T-210 (HOT AIR BALLOON),BALL,Hot air balloon,Hot air balloon,B,10,10,passenger,ns-oper.pdf,2026-08-31,2025-09-30,2011-08-02,,,,M/s CESSNA
VT-JHP,80039D,Fern Aviation India,Fern Aviation India Pvt. Ltd.,non-scheduled,#07/2017,2027-08-21,HAWKER 850XP,H25B,Hawker Beechcraft,Hawker 800/850/900,FW,9,9,passenger,ns-oper.pdf,2026-08-31,2011-07-15,2017-05-26,258794,2006,NIMESH RAJGARHIA,M/S Fern Aviation Private Limited
VT-JIB,,Trans Bharat Aviation,Trans Bharat Aviation Pvt. Ltd.,non-scheduled,#01/1991,2029-02-27,BELL 407,B407,Bell,Bell 407,RW,6,6,passenger,ns-oper.pdf,2026-08-31,2009-01-20,2017-01-27,53843,2008,CHIPSAN AVIATION PVT LTD,-
VT-JIL,,Jet Serve Aviation,Jet Serve Aviation Pvt. Ltd.,non-scheduled,#02/2017,2029-02-09,King Air C90A,BE9L,Beechcraft,Beechcraft King Air C90,FW,6,6,passenger,ns-oper.pdf,2026-08-31,2011-11-16,2017-02-07,LJ-1573,1999,JT SEVE AVIATION PVT LTD,-
VT-JIO,,Reliance Commercial Dealers,Reliance Commercial Dealers Ltd.,non-scheduled,#02/2008,2029-01-14,AS 365 N3,AS65,Airbus Helicopters,Airbus Dauphin (AS365),RW,5,5,passenger,ns-oper.pdf,2026-08-31,2015-03-26,2014-06-09,6969,2013,RELIANCE COMMERCIAL DEALERS LIMITED,-
VT-JIT,80049D,Himalyaputra Aviation,Himalyaputra Aviation Ltd.,non-scheduled,#11/2012,2028-10-09,AGUSTA 109E,A109,Leonardo,Leonardo AW109,RW,6,6,passenger,ns-oper.pdf,2026-08-31,2009-04-30,2017-11-17,11711,2007,JAIPRAKASH ASSOCIATES LTD,JAIPRAKASH ASSOCIATES LTD
VT-JJA,,Sky One Airways,Sky One Airways Pvt. Ltd.,non-scheduled,#04/2013,2027-12-25,MI-172,MI17,Mil,Mil Mi-172,RW,26,26,passenger,ns-oper.pdf,2026-08-31,2006-08-04,2018-07-06,356C157,2006,CRJ AIRCRAFT LEASING LTD,CRJ AIRCRAFT LEASING LTD
VT-JJL,8014C5,Joyalukkas India,Joyalukkas India Limited,non-scheduled,#05/2025,2030-02-26,AW109SP,A109,Leonardo,Leonardo AW109,RW,7,7,passenger,ns-oper.pdf,2026-08-31,2025-09-30,2022-06-15,22413,2022,COMPANY JOYALUKKAS INDIA LIMITED,
VT-JMG,800715,Himalyaputra Aviation,Himalyaputra Aviation Ltd.,non-scheduled,#11/2012,2028-10-09,BEECH CRAFT KING AIR B200GT,BE20,Beechcraft,Beechcraft King Air 200,FW,7,7,passenger,ns-oper.pdf,2026-08-31,2013-05-02,2012-08-02,,,,
VT-JMN,800B48,Reliance Commercial Dealers,Reliance Commercial Dealers Ltd.,non-scheduled,#02/2008,2029-01-14,EMBRAER 135ER,E135,Embraer,Embraer ERJ 135,FW,37,37,passenger,ns-oper.pdf,2026-08-31,2015-06-09,2014-11-11,145233,2000,RELIANCE COMMERCIAL DEALERS LIMITED,-
VT-JMR,801739,Reliance Commercial Dealers,Reliance Commercial Dealers Ltd.,non-scheduled,#02/2008,2029-01-14,EMBRAER ERJ 170-200 LR,E170,Embraer,Embraer E170,FW,60,60,passenger,ns-oper.pdf,2026-08-31,2025-09-30,2024-11-29,17000976,2024,RELIANCE INTERNATIONAL LEASING IFSC PRIVATE LIMITED,SAME AS OWNER
VT-JPA,80039C,Lakeworkoffice Club,Lakeworkoffice Club Pvt. Ltd.,non-scheduled,#10/2025,2030-09-09,A109E,A109,Leonardo,Leonardo AW109,RW,6,6,passenger,ns-oper.pdf,2026-08-31,2011-07-15,2018-04-27,11670,2006,M/S UNIVERSAL AIRWAYS PVT LTD,-
VT-JPH,,Arrow Aircrafts Sales & Charters,Arrow Aircrafts Sales & Charters Pvt. Ltd.,non-scheduled,#4/2014,2028-03-10,BELL 407,B407,Bell,Bell 407,RW,6,6/Aerial Work,aerial-work,ns-oper.pdf,2026-08-31,2011-07-15,2018-02-09,53733,2006,DEVJYOTI PATNAIK,JYOTI INFRASTRUCTURE PVT LTD
VT-JPK,,Jet Serve Aviation,Jet Serve Aviation Pvt. Ltd.,non-scheduled,#02/2017,2029-02-09,King Air C90A,BE9L,Beechcraft,Beechcraft King Air C90,FW,6,6,passenger,ns-oper.pdf,2026-08-31,2006-01-20,,,,,
VT-JPV,8005E2,Target Air Services,Target Air Services Pvt. Ltd.,non-scheduled,#14/2023,2028-12-20,BEECH SUPER KING AIR B-200GT,BE20,Beechcraft,Beechcraft King Air 200,FW,7,7,passenger,ns-oper.pdf,2026-08-31,2010-10-07,2010-06-04,,,,
VT-JRA,8015F7,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A350-941,A359,Airbus,Airbus A350-900,FW,316,316,passenger,sch-oper.pdf,2026-08-31,2024-06-10,2023-12-21,554,2023,Aravali Trini Aviation Limited,Al Fleet Services IFSC Limited
VT-JRB,801612,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A350-941,A359,Airbus,Airbus A350-900,FW,316,316,passenger,sch-oper.pdf,2026-08-31,2024-06-10,2024-02-02,558,2023,ARAVALI TRINI AVIATION LIMITED,AI FLEET SERVICES IFSC LIMITED
VT-JRE,801600,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A350-941,A359,Airbus,Airbus A350-900,FW,316,316,passenger,sch-oper.pdf,2026-08-31,2024-06-10,,,,,
VT-JRF,801659,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A350-941,A359,Airbus,Airbus A350-900,FW,316,316,passenger,sch-oper.pdf,2026-08-31,2024-06-10,2024-04-02,589,2023,ARAVALI DVE AVIATION LIMITED,AI FLEET SERVICES IFSC LIMITED
VT-JRG,8015A3,Indo Pacific Aviation,Indo Pacific Aviation Pvt. Ltd.,non-scheduled,#03/1997,2028-10-14,HAWKER900XP,H25B,Hawker Beechcraft,Hawker 800/850/900,FW,9,9,passenger,ns-oper.pdf,2026-08-31,2025-09-30,2023-05-15,HA-0090,2009,R-PURE CORPORATION FZE,JETSETFLEET MANAGEMENT SERVICES IFSC PRIVATE LIMITED
VT-JRH,801666,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A350-941,A359,Airbus,Airbus A350-900,FW,316,316,passenger,sch-oper.pdf,2026-08-31,2024-06-10,2024-02-23,592,2023,ARAVALI CHATWARI AVIATION LIMITED,AI FLEET SERVICES IFSC LIMITED
VT-JRI,801665,Air India,Air India Ltd.,scheduled,S-9,2028-06-30,A350-941,A359,Airbus,Airbus A350-900,FW,316,316,passenger,sch-oper.pdf,2026-08-31,2024-06-10,2024-04-15,594,2023,ARAVALI AKAM AVIATION LIMITED,AI FLEET SERVICES IFSC LIMITED
VT-JSA,8005DB,India Flysafe Aviation,India Flysafe Aviation Ltd.,non-scheduled,#09/2004,2028-12-14,AW-139 AGUSTA,A139,Leonardo,Leonardo AW139,RW,12,12,passenger,ns-oper.pdf,2026-08-31,2010-10-07,2017-12-28,31285,2010,M/S INDIA FLYSAFE AVIATION LIMITED,-
VT-JSC,80072D,India Flysafe Aviation,India Flysafe Aviation Ltd.,non-scheduled,#09/2004,2028-12-14,PILATUS PC-12/47E,PC12,Pilatus,Pilatus PC-12,FW,8,8,passenger,ns-oper.pdf,2026-08-31,2013-05-02,2017-12-28,1333,2012,M/S INDIA FLYSAFE AVIATION LTD,-
VT-JSD,8014B7,Sapphire Airlines,Sapphire Airlines Pvt. Ltd.,non-scheduled,#03/2022,2027-04-12,Leonardo AW169,A169,Leonardo,Leonardo AW169,RW,6,6,passenger,ns-oper.pdf,2026-08-31,2025-09-30,2022-02-21,69142,2021,SAPPHIRE AIRLINES PRIVATE LIMITED,
VT-JSF,80062B,India Flysafe Aviation,India Flysafe Aviation Ltd.,non-scheduled,#09/2004,2028-12-14,GRAND AGUSTA 109S,A109,Leonardo,Leonardo AW109,RW,6,6,passenger,ns-oper.pdf,2026-08-31,2011-07-15,2017-12-28,22177,2010,M/S INDIA FLYSAFE AVIATION LIMITED,-
VT-JSH,8007BF,Span Air,Span Air pvt. Ltd.,non-scheduled,#06/1995,2028-11-23,BELL-429,B429,Bell,Bell 429,RW,6,6,passenger,ns-oper.pdf,2026-08-31,2013-05-02,2018-07-05,57088,2012,SPAN AIR PVT LTD,-
VT-JSI,800729,India Flysafe Aviation,India Flysafe Aviation Ltd.,non-scheduled,#09/2004,2028-12-14,EMBRAER EMB-135LR,E135,Embraer,Embraer ERJ 135,FW,37,37,passenger,ns-oper.pdf,2026-08-31,2013-05-02,2017-12-28,14500893,2005,M/S INDIA FLYSAFE AVIATION LIMITED,-
VT-JSJ,8016B6,Sapphire Airlines,Sapphire Airlines Pvt. Ltd.,non-scheduled,#03/2022,2027-04-12,BD-700-2A12 (G7500),GL7T,Bombardier,Bombardier Global 7500,FW,15,15,passenger,ns-oper.pdf,2026-08-31,2025-09-30,2024-07-05,70188,2024,SAPPHIRE AIRLINES PRIVATE LIMITED,SAME AS OWNER
VT-JSQ,,India Flysafe Aviation,India Flysafe Aviation Ltd.,non-scheduled,#09/2004,2028-12-14,PILATUS PC-12/47E,PC12,Pilatus,Pilatus PC-12,FW,8,8,passenger,ns-oper.pdf,2026-08-31,2026-05-31,2025-12-05,1916,2019,INDIA FLYSAFE AVIATION LIMITED,-
VT-JST,80165B,Sapphire Airlines,Sapphire Airlines Pvt. Ltd.,non-scheduled,#03/2022,2027-04-12,BD-100-1A10 (Challenger3500),CL30,Bombardier,Bombardier Challenger 300/350,FW,10,10,passenger,ns-oper.pdf,2026-08-31,2025-09-30,2024-03-04,20989,2024,SAPPHIRE AIRLINES PVT LTD,
VT-JSX,8017AB,India Flysafe Aviation,India Flysafe Aviation Ltd.,non-scheduled,#09/2004,2028-12-14,BD-100-1A10,CL30,Bombardier,Bombardier Challenger 300/350,FW,9,9,passenger,ns-oper.pdf,2026-08-31,2026-05-31,2025-08-27,20588,2015,India Flysafe Aviation Ltd,-
VT-JVS,,Malhotra Helikopters,Malhotra Helikopters Pvt. Ltd.,non-scheduled,#01/2023,2028-01-11,BELL 206 L4,B06,Bell,Bell 206 JetRanger,RW,5,5,passenger,ns-oper.pdf,2026-08-31,2026-05-31,2014-06-23,52358,2007,B. G. SHIRKE CONSTRUCTION TECHNOLOGY PVT LTD,-
VT-JVV,8013D1,Air Charters Services,Air Charters Services Pvt. Ltd.,non-scheduled,#15/2008,2029-05-14,CESSNA CITATION 560XL EXCEL,C56X,Cessna,Cessna Citation XLS,FW,9,9,passenger,ns-oper.pdf,2026-08-31,2025-09-30,2020-07-30,560-5316,2003,M/S AIR CHARTER SERVICES PVT LTD,NA
VT-KBS,,Pinnacle Air,Pinnacle Air Pvt. Ltd.,non-scheduled,#25/2008,2028-10-02,AS350B2,AS50,Airbus Helicopters,Airbus H125 (AS350),RW,3,3,passenger,ns-oper.pdf,2026-08-31,2026-05-31,2023-07-13,4321,2007,Pinnacle Air Pvt Ltd,
VT-KCM,,Kyathi Climate Modification Consultants,Kyathi Climate Modification Consultants LLP,non-scheduled,#04/2020,2030-12-27,Superking Air B200,BE20,Beechcraft,Beechcraft King Air 200,FW,7,7/Aerial Work,aerial-work,ns-oper.pdf,2026-08-31,2025-09-30,2020-10-19,BB-1873,2004,KYATHI CLIMATE MODIFICATION CONSULTANTS LLP,NOT APPLICABLE
VT-KGA,801695,Karnavati Aviation,Karnavati Aviation Pvt. Ltd.,non-scheduled,#22/2008,2028-08-06,PC-24,PC24,Pilatus,Pilatus PC-24,FW,6,6,passenger,ns-oper.pdf,2026-08-31,2025-09-30,2024-04-23,509,2024,UDANVAT LEASING IFSC LIMITED,SAME AS OWNER
VT-KGV,801718,Kingscraft Aviation,Kingscraft Aviation Private Limited,non-scheduled,#01/2026,2031-01-04,HAWKER 900XP,H25B,Hawker Beechcraft,Hawker 800/850/900,FW,7,7,passenger,ns-oper.pdf,2026-08-31,2026-05-31,2025-04-17,HA-0032,2007,PATHWAY AVIATION FZC,PATHWAY AVIATION FZC
VT-KHA,,Kainos Aviation,Kainos Aviation Private Limited,non-scheduled,#01/2024,2029-01-04,SIKORSKY S-76C++,S76,Sikorsky,Sikorsky S-76,RW,8,8,passenger,ns-oper.pdf,2026-08-31,2025-09-30,2023-11-08,760660,2007,EAGLE COPTERS LTD,EAGLE COPTERS LTD
VT-KJK,80181B,TAI Jets,TAI Jets Private Limited,non-scheduled,#07/2025,2030-06-01,EMB-500 (PHENOM 100E),E50P,Embraer,Embraer Phenom 100,FW,7,7,passenger,ns-oper.pdf,2026-08-31,2026-05-31,2025-10-23,50000363,2016,Titania Enterprises FZCO,Titan Aviation San Marino S.R.L
VT-KJR,801735,TAI Jets,TAI Jets Private Limited,non-scheduled,#07/2025,2030-06-01,EMB-135BJ (LEGACY 650),E35L,Embraer,Embraer Legacy 600/650,FW,13,13,passenger,ns-oper.pdf,2026-08-31,2025-09-30,2025-02-03,14501202,2014,Titania Enterprises FZCO,Titan Aviation San Marino S.R.L
VT-KJS,,Pinnacle Air,Pinnacle Air Pvt. Ltd.,non-scheduled,#25/2008,2028-10-02,King Air C90GTI,BE9L,Beechcraft,Beechcraft King Air C90,FW,6,6,passenger,ns-oper.pdf,2026-08-31,2025-09-30,2011-02-04,,,,
VT-KNB,8003C4,Forum I Aviation,Forum I Aviation Pvt. Ltd.,non-scheduled,#01/2006,2029-03-20,HAWKER 850XP,H25B,Hawker Beechcraft,Hawker 800/850/900,FW,8,8,passenger,ns-oper.pdf,2026-08-31,2007-01-11,2015-07-01,258815,2006,FORUM I AVIATION PRIVATE LIMITED,FORUM I AVIATION PRIVATE LIMITED
VT-KNG,,Thumby Aviation,Thumby Aviation Pvt. Ltd.,non-scheduled,#02/2013,2029-03-24,BELL 412 EP,B412,Bell,Bell 412,RW,13,13,passenger,ns-oper.pdf,2026-08-31,2019-07-15,,,,,
VT-KNH,,Deccan Charters,Deccan Charters Pvt. Ltd.,non-scheduled,#26/2008,2028-10-06,Sikorsky S-76C,S76,Sikorsky,Sikorsky S-76,RW,6,6,passenger,ns-oper.pdf,2026-08-31,2010-10-07,2018-03-26,760713,2008,FIDUCIA AVIATION PRIVATE LIMITED,-
VT-KNP,800C35,Alliance Air,Alliance Air Aviation Ltd.,scheduled,S-8,2028-04-30,DO 228-201 (UPGRADED),D228,Dornier / HAL,Dornier 228,FW,16,16,passenger,sch-oper.pdf,2026-08-31,2023-01-31,2017-06-14,HAL K DO 228 4130,2017,HINDUSTAN AERONAUTICS LIMITED,HINDUSTAN AERONAUTICS LIMITED
VT-KOL,8015E0,Carewell Aviation India,Carewell Aviation India Pvt. Ltd.,non-scheduled,#11/2023,2028-11-09,Embraer EMB-135 (Legacy 600),E35L,Embraer,Embraer Legacy 600/650,FW,13,13,passenger,ns-oper.pdf,2026-08-31,2025-09-30,2023-08-21,14500982,2007,CAREWELL FLYJET IFSC PVT LTD,CAREWELL FLYJET IFSC PVT LTD
VT-KPR,801654,Dadachanji Aviation,Dadachanji Aviation Pvt. Ltd.,non-scheduled,#11/2024,2029-10-29,EC130T2,EC30,Airbus Helicopters,Airbus H130,RW,6,6,passenger,ns-oper.pdf,2026-08-31,2025-09-30,2024-05-13,9558,2024,DADACHANJI AVIATION PRIVATE LIMITED,SAME AS OWNER
VT-KSA,,Thumby Aviation,Thumby Aviation Pvt. Ltd.,non-scheduled,#02/2013,2029-03-24,BELL 407,B407,Bell,Bell 407,RW,6,6/Aerial Work,aerial-work,ns-oper.pdf,2026-08-31,2009-01-20,,,,,
VT-KSE,80172F,Skyblue Aviation Services,Skyblue Aviation Services Pvt. Ltd.,non-scheduled,#13/2024,2029-12-19,Falcon900EX,F900,Dassault,Dassault Falcon 900,FW,14,14,passenger,ns-oper.pdf,2026-08-31,2025-09-30,2024-11-27,166,2006,SKEGEN CAPITAL PRIVATE LIMITED,SAME AS OWNER
VT-KTC,80158D,Aviation Connectivity & Infrastructure Developers,Aviation Connectivity & Infrastructure Developers Pvt. Ltd.,non-scheduled,#07/2023,2028-07-02,TECNAM P2010TDI,P06T,Tecnam,Tecnam P2006T,FW,3,3,passenger,ns-oper.pdf,2026-08-31,2025-09-30,2023-02-28,195,2022,ASK AIR LEASE LLC,ASK AIR LEASE LLC
VT-KTK,,Niraant Aviation,Niraant Aviation Pvt. Ltd.,non-scheduled,#12/2025,2030-09-10,BELL 429,B429,Bell,Bell 429,RW,6,6,passenger,ns-oper.pdf,2026-08-31,2025-09-30,2025-07-28,57538,2025,Niraant Aviation Private Limited,-
VT-KVR,801691,Transworld Jets,Transworld Jets Pvt Ltd,non-scheduled,#07/2024,2029-07-11,Hawker-4000,HA4T,Hawker Beechcraft,Hawker 4000,FW,9,9,passenger,ns-oper.pdf,2026-08-31,2025-09-30,2024-05-06,RC50,2010,PASSERINE INVESTMENTS,SAME AS OWNER
VT-KVV,8014FF,Air Charters Services,Air Charters Services Pvt. Ltd.,non-scheduled,#15/2008,2029-05-14,A109S,A109,Leonardo,Leonardo AW109,RW,6,6,passenger,ns-oper.pdf,2026-08-31,2025-09-30,2022-08-29,22114,2009,M/S AIR CHARTER SERVICES PVT.LTD,
VT-KZN,800BC5,Khazana Jewellery,Khazana Jewellery Pvt. Ltd.,non-scheduled,#03/2017,2029-03-28,GULFSTREAM G150,G150,Gulfstream,Gulfstream G150,FW,8,8,passenger,ns-oper.pdf,2026-08-31,2017-07-20,2016-07-22,318,2015,M/S KING JETS PVT. LTD.,-
VT-LIB,80143C,Indo Pacific Aviation,Indo Pacific Aviation Pvt. Ltd.,non-scheduled,#03/1997,2028-10-14,Hawker 800XP,H25B,Hawker Beechcraft,Hawker 800/850/900,FW,8,8,passenger,ns-oper.pdf,2026-08-31,2025-09-30,2021-05-12,258722,2005,INDO PACIFIC AVIATION PRIVATE LIMITED,NA
VT-LJH,800581,Saarthi Airways,Saarthi Airways Pvt. Ltd.,non-scheduled,#09/2010,2028-12-13,AGUSTA A109S,A109,Leonardo,Leonardo AW109,RW,6,6,passenger,ns-oper.pdf,2026-08-31,2011-07-15,2010-06-22,,,,
VT-LKK,800197,Flaps Aviation,Flaps Aviation Pvt. Ltd.,non-scheduled,#07/2022,2027-09-20,BEECH SUPER KING AIR B-200,BE20,Beechcraft,Beechcraft King Air 200,FW,7,7,passenger,ns-oper.pdf,2026-08-31,2011-07-15,2013-05-30,,,M/S KIRLOSKAR OIL ENGINES,
VT-LMW,,Sreeji Aviation,Sreeji Aviation Pvt. Ltd.,non-scheduled,#02/2023,2028-02-21,Beech Superking Air B200,BE20,Beechcraft,Beechcraft King Air 200,FW,7,7,passenger,ns-oper.pdf,2026-08-31,2025-09-30,,,,,
